asin,ship_state_or_territory,category,regional_orders,rank
B09SDXVG4X,tamil nadu,western dress,1,5
B099FC8ZRT,kerala,kurta,1,5
B099FC8ZRT,punjab,kurta,1,6
B099FC8ZRT,haryana,kurta,1,7
B099FC8ZRT,chhattisgarh,kurta,1,8
B08CMXXV2J,madhya pradesh,set,1,9
B08CMXXV2J,goa,set,1,8
B08CMXXV2J,delhi,set,1,7
B08CMXXV2J,uttarakhand,set,1,6
B08CMXXV2J,andhra pradesh,set,1,5
B08CMV6SCJ,bihar,set,1,20
B08CMV6SCJ,meghalaya,set,1,19
B08CMV6SCJ,andhra pradesh,set,1,18
B08CMV6SCJ,jammu and kashmir,set,1,17
B08CMV6SCJ,chandigarh,set,1,16
B08CMRV8D1,punjab,set,1,19
B08CMRV8D1,haryana,set,1,18
B08CMRV8D1,goa,set,1,17
B08CMRV8D1,telangana,set,1,16
B09SDXVG4X,karnataka,western dress,1,6
B09SDXVG4X,delhi,western dress,1,7
B099FC9KR1,jharkhand,kurta,1,17
B099FC9KR1,meghalaya,kurta,1,18
B099FC9KR1,mizoram,kurta,1,19
B099FC9KR1,puducherry,kurta,1,20
B099FC9KR1,chhattisgarh,kurta,1,21
B099FC9KR1,chandigarh,kurta,1,22
B099FC9KR1,tripura,kurta,1,23
B08CMRV8D1,chhattisgarh,set,1,15
B08CMRV8D1,tripura,set,1,14
B08CMRGFFJ,andhra pradesh,set,1,17
B08CMRGFFJ,uttarakhand,set,1,16
B08CMRGFFJ,telangana,set,1,15
B08CMRGFFJ,odisha,set,1,14
B08CMRGFFJ,kerala,set,1,13
B08CMRGFFJ,haryana,set,1,12
B07K32X6RR,andhra pradesh,kurta,1,13
B07K32X6RR,jammu and kashmir,kurta,1,12
B099FCBF34,delhi,kurta,1,11
B099FCBF34,andaman and nicobar islands,kurta,1,12
B099FCBF34,himachal pradesh,kurta,1,13
B099FCBF34,west bengal,kurta,1,14
B099FCBF34,haryana,kurta,1,15
B099FCBF34,odisha,kurta,1,16
B099FCBF34,punjab,kurta,1,17
B099FCLXD3,assam,kurta,1,1
B099FCLXD3,andhra pradesh,kurta,1,2
B099FCLXD3,gujarat,kurta,1,3
B099FCLXD3,maharashtra,kurta,1,4
B099FCLXD3,tamil nadu,kurta,1,5
B099FCLXD3,uttar pradesh,kurta,1,6
B08CMRGFFJ,gujarat,set,1,11
B08CMRGFFJ,west bengal,set,1,10
B08CMN1K86,rajasthan,set,1,20
B08CMN1K86,punjab,set,1,19
B07K32KPS2,chhattisgarh,kurta,1,8
B07K32KPS2,karnataka,kurta,1,7
B099FCM9TM,goa,kurta,1,7
B099FCM9TM,andhra pradesh,kurta,1,8
B099FCM9TM,delhi,kurta,1,9
B099FCM9TM,uttarakhand,kurta,1,10
B0B3JGY1ZY,madhya pradesh,western dress,1,2
B099FCNK6T,assam,kurta,1,2
B099FCNK6T,telangana,kurta,1,3
B099FCNK6T,uttar pradesh,kurta,1,4
B08CMN1K86,nagaland,set,1,18
B09SDXVHGN,bihar,set,1,6
B099FCQ7C6,chhattisgarh,kurta,1,3
B099FCQ7C6,gujarat,kurta,1,4
B099FCQ7C6,karnataka,kurta,1,5
B099FCQ7C6,telangana,kurta,1,6
B08CMN1K86,jharkhand,set,1,17
B09SDXVHGN,delhi,set,1,7
B099FCRSPN,karnataka,kurta,1,3
B099FCRSPN,telangana,kurta,1,4
B08CMN1K86,himachal pradesh,set,1,16
B09SDXVHGN,madhya pradesh,set,1,8
B099FCSBQR,bihar,kurta,1,3
B08CMN1K86,goa,set,1,15
B08CMN1K86,chhattisgarh,set,1,14
B08CMN1K86,assam,set,1,13
B08CMN1K86,andaman and nicobar islands,set,1,12
B08CMN1K86,uttarakhand,set,1,11
B08CMN1K86,telangana,set,1,10
B08CMMN974,chhattisgarh,set,1,16
B08CMMD2XK,uttar pradesh,set,1,10
B08CMMD2XK,haryana,set,1,9
B08CMMD2XK,uttarakhand,set,1,8
B08CMMD2XK,delhi,set,1,7
B09SDXVHGN,sikkim,set,1,9
B09SDXVHGN,west bengal,set,1,10
B0B3N8MV2B,uttar pradesh,set,1,4
B09SDXVJNP,tamil nadu,kurta,1,2
B099FCT65D,uttarakhand,kurta,1,16
B099FCT65D,arunachal pradesh,kurta,1,17
B099FCT65D,assam,kurta,1,18
B099FCT65D,dadra and nagar haveli and daman and diu,kurta,1,19
B099FCT65D,gujarat,kurta,1,20
B099FCT65D,jammu and kashmir,kurta,1,21
B099FCT65D,manipur,kurta,1,22
B099FCT65D,nagaland,kurta,1,23
B08CMMD2XK,sikkim,set,1,6
B08CMMD2XK,odisha,set,1,5
B08CMJBRQV,west bengal,set,1,19
B08CMJBRQV,uttarakhand,set,1,18
B08CMJBRQV,jammu and kashmir,set,1,17
B08CMJBRQV,madhya pradesh,set,1,16
B08CMJBRQV,sikkim,set,1,15
B08CMJBRQV,rajasthan,set,1,14
B08CMJBRQV,haryana,set,1,13
B08CMJBRQV,manipur,set,1,12
B08CMHNWBN,chandigarh,set,1,19
B09SDXVJNP,telangana,kurta,1,3
B07K32KPS2,rajasthan,kurta,1,6
B09Y3FN5LQ,gujarat,set,1,9
B09Y3FN5LQ,delhi,set,1,10
B099FCVXXD,jharkhand,kurta,1,16
B099FCVXXD,gujarat,kurta,1,17
B099FCVXXD,punjab,kurta,1,18
B099FCVXXD,himachal pradesh,kurta,1,19
B099FCVXXD,tripura,kurta,1,20
B09SDXW42C,kerala,western dress,1,4
B099FCWSXM,karnataka,kurta,1,2
B099FCWSXM,andhra pradesh,kurta,1,3
B099FCWSXM,maharashtra,kurta,1,4
B099FCWSXM,rajasthan,kurta,1,5
B099FCWSXM,kerala,kurta,1,6
B099FD12HN,delhi,kurta,1,1
B08CMHNWBN,himachal pradesh,set,1,18
B09SDXW42C,karnataka,western dress,1,5
B09SDXW42C,punjab,western dress,1,6
B09SDXW42C,uttar pradesh,western dress,1,7
B099FD13MH,delhi,kurta,1,5
B099FD13MH,west bengal,kurta,1,6
B08CMHNWBN,punjab,set,1,17
B099FD3RH2,haryana,kurta,1,2
B08CMHNWBN,telangana,set,1,16
B08CMG9FVB,kerala,set,1,15
B08CMG9FVB,delhi,set,1,14
B08CMG9FVB,jammu and kashmir,set,1,13
B08CMG9FVB,tamil nadu,set,1,12
B08CMG9FVB,madhya pradesh,set,1,11
B08CMF24KH,uttar pradesh,set,1,12
B09SDXW42C,west bengal,western dress,1,8
B09SDXW42C,madhya pradesh,western dress,1,9
B07K32KPS2,gujarat,kurta,1,5
B07K329NJ2,karnataka,kurta,1,7
B099FD3RH8,jharkhand,kurta,1,12
B099FD3RH8,rajasthan,kurta,1,13
B099FD3RH8,bihar,kurta,1,14
B099FD3RH8,uttarakhand,kurta,1,15
B099FD3RH8,gujarat,kurta,1,16
B08CMF24KH,tamil nadu,set,1,11
B08CMF24KH,rajasthan,set,1,10
B07K329NJ2,delhi,kurta,1,6
B07K329NJ2,telangana,kurta,1,5
B07K329NJ2,bihar,kurta,1,4
B07K31YKQM,delhi,kurta,1,12
B099FD4Y3L,west bengal,kurta,1,7
B099FD4Y3L,gujarat,kurta,1,8
B099FD4Y3L,goa,kurta,1,9
B07K31YKQM,jharkhand,kurta,1,11
B07K31YKQM,tamil nadu,kurta,1,10
B099FD7355,kerala,kurta,1,3
B099FD7355,telangana,kurta,1,4
B099FD7355,andhra pradesh,kurta,1,5
B08CMF24KH,punjab,set,1,9
B099FD92JM,karnataka,kurta,1,2
B099FD92JM,telangana,kurta,1,3
B099FD96X7,karnataka,kurta,1,1
B08CMF24KH,madhya pradesh,set,1,8
B08CMF24KH,karnataka,set,1,7
B08CMF24KH,jharkhand,set,1,6
B08CMF24KH,bihar,set,1,5
B08CMF24KH,uttarakhand,set,1,4
B08CDRLFN4,andhra pradesh,kurta,1,3
B07K31YKQM,punjab,kurta,1,9
B099FD9VJ2,rajasthan,kurta,1,8
B099FD9VJ2,madhya pradesh,kurta,1,9
B08CDRLFN4,maharashtra,kurta,1,2
B08CDRLFN4,telangana,kurta,1,1
B08CDQKS84,odisha,kurta,1,3
B08CDQJ7CN,maharashtra,kurta,1,3
B08CDQJ7CN,kerala,kurta,1,2
B07K31YKQM,manipur,kurta,1,8
B07K31YKQM,west bengal,kurta,1,7
B07K31RBXQ,andaman and nicobar islands,kurta,1,7
B099FD9VJ9,gujarat,kurta,1,9
B099FD9VJ9,bihar,kurta,1,10
B099FD9VJ9,goa,kurta,1,11
B099FD9VJ9,haryana,kurta,1,12
B099FDBKFN,delhi,kurta,1,1
B099FDBKFN,gujarat,kurta,1,2
B08CDQJ7CN,andhra pradesh,kurta,1,1
B08CDQ3M4V,tamil nadu,kurta,1,2
B08CDQ3M4V,andhra pradesh,kurta,1,1
B08CDPGHC6,karnataka,kurta,1,2
B08CBC2J5H,madhya pradesh,kurta,1,6
B08CBC2J5H,kerala,kurta,1,5
B08CBC2J5H,karnataka,kurta,1,4
B07K31RBXQ,west bengal,kurta,1,6
B099FDH3P2,odisha,kurta,1,9
B099FDH3P2,rajasthan,kurta,1,10
B099FDH3P2,assam,kurta,1,11
B099FDH3P2,goa,kurta,1,12
B099FDH3P2,jammu and kashmir,kurta,1,13
B099FDH3P2,andhra pradesh,kurta,1,14
B07K31RBXQ,uttarakhand,kurta,1,5
B099FDK6ZZ,gujarat,kurta,1,2
B099FDK6ZZ,maharashtra,kurta,1,3
B08CBC2J5H,assam,kurta,1,3
B08C35KN3J,tamil nadu,top,1,5
B07K31RBXQ,odisha,kurta,1,4
B07K31RBXQ,maharashtra,kurta,1,3
B099FDKFX7,chhattisgarh,kurta,1,5
B099FDKFX7,andaman and nicobar islands,kurta,1,6
B099FDKFX7,bihar,kurta,1,7
B099FDKFX7,haryana,kurta,1,8
B099FDKFX7,himachal pradesh,kurta,1,9
B099FDKFX7,madhya pradesh,kurta,1,10
B099FDKFX7,rajasthan,kurta,1,11
B099FDKFX7,tamil nadu,kurta,1,12
B099FDKFX7,uttar pradesh,kurta,1,13
B08C35KN3J,odisha,top,1,4
B08C35KN3J,maharashtra,top,1,3
B08C35KN3J,madhya pradesh,top,1,2
B08C35KN3J,delhi,top,1,1
B08C344Y75,maharashtra,kurta,1,1
B08C343R91,madhya pradesh,top,1,3
B08C343R91,meghalaya,top,1,2
B08C343R91,tamil nadu,top,1,1
B08C33V71F,karnataka,top,1,1
B08C33MB83,tamil nadu,kurta,1,2
B08C33MB83,kerala,kurta,1,1
B08C33LT25,andhra pradesh,kurta,1,1
B08C33D7SX,andhra pradesh,kurta,1,1
B08C33C2XW,bihar,kurta,1,1
B08C33BHD6,gujarat,top,1,1
B07K31RBXQ,haryana,kurta,1,2
B09Y3FN5LQ,goa,set,1,11
B09Y3FN5LQ,west bengal,set,1,12
B0743FF612,karnataka,kurta,1,2
B099FDMD6T,bihar,kurta,1,20
B099FDMD6T,punjab,kurta,1,21
B099FDMD6T,puducherry,kurta,1,22
B099FDMD6T,goa,kurta,1,23
B099FDMPVZ,assam,kurta,1,1
B099FDMPVZ,bihar,kurta,1,2
B099FDMPVZ,andhra pradesh,kurta,1,3
B099FDMPVZ,gujarat,kurta,1,4
B099FDMPVZ,karnataka,kurta,1,5
B099FDMPVZ,uttar pradesh,kurta,1,6
B08C337S6N,delhi,kurta,1,1
B08C337G7K,uttar pradesh,kurta,1,3
B08C337G7K,maharashtra,kurta,1,2
B08C337G7K,karnataka,kurta,1,1
B08C333ZRZ,maharashtra,kurta,1,2
B08C331XDM,uttarakhand,kurta,1,4
B08C331XDM,tamil nadu,kurta,1,3
B08C331XDM,maharashtra,kurta,1,2
B08C32Z715,punjab,kurta,1,4
B0743FDQ6T,karnataka,kurta,1,4
B09SDXWNPZ,goa,western dress,1,22
B09SDXWNPZ,himachal pradesh,western dress,1,23
B09SDXWNPZ,sikkim,western dress,1,24
B099FDNFFV,sikkim,kurta,1,14
B099FDNFFV,chhattisgarh,kurta,1,15
B099FDNFFV,bihar,kurta,1,16
B099FDNFFV,assam,kurta,1,17
B099FDNFFV,uttarakhand,kurta,1,18
B099FDNFFV,jharkhand,kurta,1,19
B099FDNFFV,haryana,kurta,1,20
B099FDNFFV,meghalaya,kurta,1,21
B099FDNFFV,rajasthan,kurta,1,22
B08C32Z715,kerala,kurta,1,3
B09SDXWNPZ,jammu and kashmir,western dress,1,25
B099FDV82Y,bihar,kurta,1,3
B099FDV82Y,maharashtra,kurta,1,4
B099FDV82Y,west bengal,kurta,1,5
B099FDV82Y,kerala,kurta,1,6
B099FDV82Y,jharkhand,kurta,1,7
B07JXZ5Y9G,maharashtra,set,1,2
B099FF49MY,tamil nadu,kurta,1,2
B08C32Z715,karnataka,kurta,1,2
B08C32PKRR,tamil nadu,kurta,1,3
B07JXZ5Y9G,gujarat,set,1,1
B09SDXXP6N,haryana,western dress,1,3
B099FF4F7C,punjab,kurta,1,5
B099FF4F7C,assam,kurta,1,6
B099FF4F7C,meghalaya,kurta,1,7
B099FNDQK9,bihar,kurta,1,1
B099FNDQK9,gujarat,kurta,1,2
B099FNDQK9,puducherry,kurta,1,3
B099FNDQK9,west bengal,kurta,1,4
B09SDXXP6N,karnataka,western dress,1,4
B099NDNDD4,west bengal,set,1,2
B08C32PKRR,karnataka,kurta,1,2
B08C32PKRR,maharashtra,kurta,1,1
B08C32NPJD,rajasthan,kurta,1,3
B08C32NPJD,maharashtra,kurta,1,2
B08C32NPJD,kerala,kurta,1,1
B08C32FVVH,rajasthan,kurta,1,2
B08C32FVVH,goa,kurta,1,1
B08C32FDM9,karnataka,kurta,1,1
B08C32BMWV,gujarat,top,1,2
B08C32BMWV,telangana,top,1,1
B08C31KF8Y,tamil nadu,top,1,3
B09SDXXP6N,delhi,western dress,1,5
B09SDXXP6N,goa,western dress,1,6
B07JVXYGHZ,telangana,kurta,1,1
B0743FDQ6T,assam,kurta,1,3
B09SDXXQ3B,andhra pradesh,kurta,1,3
B099NFZJVC,punjab,set,1,17
B099NFZJVC,odisha,set,1,18
B099NFZJVC,jharkhand,set,1,19
B099NFZJVC,chhattisgarh,set,1,20
B099NFZJVC,uttarakhand,set,1,21
B099NFZJVC,assam,set,1,22
B08C31KF8Y,gujarat,top,1,2
B08C31KF8Y,assam,top,1,1
B09SDXXQ3B,maharashtra,kurta,1,4
B099NGG1SM,west bengal,set,1,4
B099NGG1SM,andhra pradesh,set,1,5
B099NGG1SM,gujarat,set,1,6
B099NGG1SM,rajasthan,set,1,7
B07JQMV7BN,west bengal,kurta,1,5
B07JQMV7BN,maharashtra,kurta,1,4
B099NGR5NV,maharashtra,set,1,3
B099NGR5NV,uttar pradesh,set,1,4
B08C31B5NB,west bengal,top,1,3
B08C31B5NB,uttar pradesh,top,1,2
B08C31B5JR,karnataka,kurta,1,1
B08BK6J6GT,andhra pradesh,kurta,1,4
B07JQ9WVH8,tamil nadu,set,1,1
B07JPDNJTB,manipur,set,1,13
B099NGZGRJ,telangana,set,1,7
B099NGZGRJ,haryana,set,1,8
B099NGZGRJ,delhi,set,1,9
B099NGZGRJ,andhra pradesh,set,1,10
B099NGZGRJ,rajasthan,set,1,11
B099NGZGRJ,gujarat,set,1,12
B08BK6J6GT,kerala,kurta,1,3
B09SDXYWYN,assam,western dress,1,5
B09SDXYWYN,punjab,western dress,1,6
B099NHBL52,delhi,set,1,4
B099NHBL52,telangana,set,1,5
B099NHBL52,west bengal,set,1,6
B08BK6J6GT,gujarat,kurta,1,2
B09SDXYWYN,delhi,western dress,1,7
B09SDXYWYN,rajasthan,western dress,1,8
B099NHFG2H,madhya pradesh,set,1,4
B099NHFG2H,tamil nadu,set,1,5
B08BK6GM1P,telangana,kurta,1,2
B08BK6CNDS,kerala,kurta,1,2
B08BK66Q55,andhra pradesh,kurta,1,1
B08BK5YVWH,goa,kurta,1,1
B08BK5VQ9B,goa,kurta,1,2
B08BK5VQ9B,maharashtra,kurta,1,1
B08BK5LDMW,himachal pradesh,kurta,1,9
B08BK5LDMW,west bengal,kurta,1,8
B08BK5LDMW,odisha,kurta,1,7
B08BK5LDMW,nagaland,kurta,1,6
B08BK5LDMW,meghalaya,kurta,1,5
B08BK5LDMW,andhra pradesh,kurta,1,4
B08BK59ZWF,uttar pradesh,top,1,4
B08BK59ZWF,tamil nadu,top,1,3
B08BK59ZWF,kerala,top,1,2
B09SDXYWYN,andhra pradesh,western dress,1,9
B09SDXYXVJ,haryana,western dress,1,1
B09SDXYXVJ,karnataka,western dress,1,2
B09SDXYXVJ,uttar pradesh,western dress,1,3
B099NHHY1T,punjab,set,1,20
B099NHHY1T,haryana,set,1,21
B099NHHY1T,jammu and kashmir,set,1,22
B099NHHY1T,jharkhand,set,1,23
B099NHHY1T,mizoram,set,1,24
B099NHHY1T,sikkim,set,1,25
B099NHHY1T,uttarakhand,set,1,26
B0B3N7NJJ3,madhya pradesh,set,1,4
B09Y3FNK98,karnataka,set,1,5
B09Y3FNK98,kerala,set,1,6
B09SDXYXVK,telangana,kurta,1,4
B099NHMRVD,rajasthan,set,1,5
B099NHMRVD,telangana,set,1,6
B099NHMRVD,assam,set,1,7
B099NHMRVD,west bengal,set,1,8
B099NHMRVD,delhi,set,1,9
B099NHMRVD,himachal pradesh,set,1,10
B099NHMRVD,madhya pradesh,set,1,11
B09SDXYXVK,madhya pradesh,kurta,1,5
B07JPDNJTB,kerala,set,1,12
B07JPDNJTB,karnataka,set,1,11
B09Y3FNK98,delhi,set,1,7
B099NHRRMT,delhi,set,1,5
B08BK59ZWF,gujarat,top,1,1
B08BK58THW,telangana,kurta,1,2
B08BK58THW,gujarat,kurta,1,1
B08BK541W6,goa,kurta,1,3
B09Y3FNK98,west bengal,set,1,8
B09Y3FNK98,maharashtra,set,1,9
B09SDXZBGX,madhya pradesh,western dress,1,6
B09SDXZBGX,kerala,western dress,1,7
B099NHW17F,chhattisgarh,set,1,9
B099NHW17F,bihar,set,1,10
B099NHW17F,uttarakhand,set,1,11
B099NHW17F,goa,set,1,12
B08BK541W6,gujarat,kurta,1,2
B08BK541W6,assam,kurta,1,1
B08BK4X8YL,uttar pradesh,kurta,1,1
B08BK4TN3K,haryana,kurta,1,1
B08BK4SJMT,tamil nadu,kurta,1,2
B08BK4SJMT,karnataka,kurta,1,1
B08BK44QHH,tamil nadu,top,1,2
B09SDXZBGX,goa,western dress,1,8
B09SDXZBGX,delhi,western dress,1,9
B099NJ1WVX,madhya pradesh,kurta,1,10
B099NJ1WVX,goa,kurta,1,11
B099NJ1WVX,delhi,kurta,1,12
B099NJ1WVX,puducherry,kurta,1,13
B08BK44QHH,maharashtra,top,1,1
B08BJT3V83,andhra pradesh,set,1,7
B08BJT3V83,telangana,set,1,6
B08BJT3V83,rajasthan,set,1,5
B09SDXZD3S,uttar pradesh,western dress,1,1
B09SDXZD3S,tamil nadu,western dress,1,2
B099NJ3Y8W,mizoram,set,1,7
B099NJ3Y8W,punjab,set,1,8
B099NJ3Y8W,jharkhand,set,1,9
B099NJ3Y8W,chandigarh,set,1,10
B08BJT3V83,maharashtra,set,1,4
B07JPDNJTB,chhattisgarh,set,1,10
B09SDY165N,gujarat,western dress,1,2
B09SDY165N,karnataka,western dress,1,3
B09SDY165N,maharashtra,western dress,1,4
B099NJ4MFZ,uttar pradesh,set,1,6
B099NJ4MFZ,bihar,set,1,7
B099NJ4MFZ,west bengal,set,1,8
B099NJ4MFZ,delhi,set,1,9
B099NJ4MFZ,gujarat,set,1,10
B099NJ4MFZ,karnataka,set,1,11
B08BJT3V83,karnataka,set,1,3
B08BJT3V83,haryana,set,1,2
B08BJT3PSM,bihar,kurta,1,18
B08BJT3PSM,chhattisgarh,kurta,1,17
B08BJT3PSM,tripura,kurta,1,16
B08BJT3PSM,goa,kurta,1,15
B08BJT3PSM,odisha,kurta,1,14
B08BJSMMBN,bihar,kurta,1,9
B08BJSMMBN,assam,kurta,1,8
B08BJSMMBN,rajasthan,kurta,1,7
B08BJSMMBN,telangana,kurta,1,6
B09SDY165N,uttar pradesh,western dress,1,5
B09SDY165N,andhra pradesh,western dress,1,6
B09SDY165N,delhi,western dress,1,7
B099NJ4XRB,andhra pradesh,set,1,15
B099NJ4XRB,manipur,set,1,16
B099NJ4XRB,meghalaya,set,1,17
B099NJ4XRB,kerala,set,1,18
B099NJ4XRB,chandigarh,set,1,19
B08BJSMMBN,andhra pradesh,kurta,1,5
B08BJSMMBN,gujarat,kurta,1,4
B08BJSMMBL,west bengal,kurta,1,12
B08BJSMMBL,uttar pradesh,kurta,1,11
B07JPDNJTB,bihar,set,1,9
B07JPDNJTB,andhra pradesh,set,1,8
B0743FDQ6T,delhi,kurta,1,2
B099NJ8537,haryana,set,1,8
B099NJ8537,manipur,set,1,9
B099NJ8537,meghalaya,set,1,10
B099NJ8537,odisha,set,1,11
B099NJ8537,andaman and nicobar islands,set,1,12
B099NJ8537,goa,set,1,13
B099NJ8537,uttar pradesh,set,1,14
B099NJ8537,madhya pradesh,set,1,15
B08BJSMMBL,bihar,kurta,1,10
B08BJSMMBL,tamil nadu,kurta,1,9
B099NJ9F31,karnataka,set,1,3
B099NJ9F31,madhya pradesh,set,1,4
B099NJ9F31,tamil nadu,set,1,5
B099NJ9F31,dadra and nagar haveli and daman and diu,set,1,6
B099NJ9F31,haryana,set,1,7
B0743FD3GJ,tamil nadu,kurta,1,1
B09SDY1W8Z,punjab,set,1,5
B09SDY1W8Z,telangana,set,1,6
B09SDY1W8Z,gujarat,set,1,7
B09SDY1W8Z,kerala,set,1,8
B099NJBTB9,tamil nadu,set,1,6
B099NJBTB9,madhya pradesh,set,1,7
B08BJSMMBL,odisha,kurta,1,8
B08BJSMMBL,gujarat,kurta,1,7
B08BJSJX3D,tamil nadu,set,1,14
B08BJSJX3D,rajasthan,set,1,13
B09SDY1W8Z,goa,set,1,9
B07JPDNJTB,odisha,set,1,7
B07JPDM21K,uttar pradesh,set,1,1
B07JPDGGHY,andhra pradesh,set,1,10
B099NJBZMD,kerala,set,1,9
B099NJBZMD,assam,set,1,10
B099NJBZMD,chandigarh,set,1,11
B099NJBZMD,rajasthan,set,1,12
B099NJBZMD,sikkim,set,1,13
B099NJBZMD,west bengal,set,1,14
B08BJSJX3D,puducherry,set,1,12
B08BJSJX3D,odisha,set,1,11
B08BJSJX3D,gujarat,set,1,10
B08BJSJX3D,andhra pradesh,set,1,9
B08BJSJX3D,bihar,set,1,8
B0743F98CD,uttar pradesh,kurta,1,5
B099NJCVDY,uttar pradesh,set,1,7
B099NJCVDY,delhi,set,1,8
B099NJCVDY,tamil nadu,set,1,9
B099NJCVDY,west bengal,set,1,10
B099NJCVDY,jharkhand,set,1,11
B0743F98CD,andhra pradesh,kurta,1,4
B099NJDY5F,assam,set,1,2
B099NJDY5F,bihar,set,1,3
B099NJDY5F,delhi,set,1,4
B099NJDY5F,haryana,set,1,5
B099NJDY5F,jharkhand,set,1,6
B099NJDY5F,andhra pradesh,set,1,7
B09SDY1YPT,uttar pradesh,western dress,1,6
B099NJHHMV,tamil nadu,set,1,2
B099NJJ559,karnataka,set,1,1
B099NJJ559,madhya pradesh,set,1,2
B099NJJ559,tamil nadu,set,1,3
B08BJSHTNG,rajasthan,kurta,1,10
B08BJSHTNG,jharkhand,kurta,1,9
B08BJSHTNG,haryana,kurta,1,8
B08BJSHTNG,gujarat,kurta,1,7
B08BJSGKD8,west bengal,kurta,1,2
B08BJSGKD8,karnataka,kurta,1,1
B08BJSDK5J,west bengal,set,1,10
B08BJSDK5J,uttar pradesh,set,1,9
B08BJSDK5J,madhya pradesh,set,1,8
B08BJSDK5J,jharkhand,set,1,7
B08BJSDK5J,andhra pradesh,set,1,6
B08BJSDK5J,gujarat,set,1,5
B08BJSCT99,maharashtra,kurta,1,5
B08BJSCT99,telangana,kurta,1,4
B09SDY1YPT,kerala,western dress,1,7
B09SDY1YPT,west bengal,western dress,1,8
B09SDY1YPT,madhya pradesh,western dress,1,9
B09SDY1YPT,rajasthan,western dress,1,10
B0743DHFCD,tamil nadu,kurta,1,6
B099NJKJ54,meghalaya,set,1,20
B099NJKJ54,nagaland,set,1,21
B099NJKJ54,odisha,set,1,22
B099NJKJ54,uttarakhand,set,1,23
B099NJKJ54,mizoram,set,1,24
B0743DHFCD,maharashtra,kurta,1,5
B09SDY2618,kerala,set,1,3
B099NJKJ59,kerala,set,1,3
B099NJKJ59,telangana,set,1,4
B099NJKJ59,tamil nadu,set,1,5
B099NJKJ59,maharashtra,set,1,6
B08BJS7G2R,delhi,set,1,12
B08BJS7G2R,west bengal,set,1,11
B08BJS7G2R,telangana,set,1,10
B08BJS7G2R,madhya pradesh,set,1,9
B08BJS7G2R,himachal pradesh,set,1,8
B08BJS7G2R,gujarat,set,1,7
B09SDY2618,uttar pradesh,set,1,4
B09SDY2618,odisha,set,1,5
B099NJKQP6,chhattisgarh,set,1,9
B099NJKQP6,kerala,set,1,10
B099NJKQP6,bihar,set,1,11
B099NJKQP6,andhra pradesh,set,1,12
B099NJKQP6,telangana,set,1,13
B08BJS1LPN,odisha,kurta,1,17
B09SDY2618,tamil nadu,set,1,6
B099NJMH8D,andaman and nicobar islands,set,1,3
B099NJMH8D,gujarat,set,1,4
B099NJMH8D,jammu and kashmir,set,1,5
B099NJMH8D,madhya pradesh,set,1,6
B099NJMH8D,maharashtra,set,1,7
B099NJMH8D,telangana,set,1,8
B08BJS1LPN,punjab,kurta,1,16
B08BJS1LPN,gujarat,kurta,1,15
B09SDY2618,telangana,set,1,7
B09SDY2618,chhattisgarh,set,1,8
B07JPDGGHY,punjab,set,1,9
B099NJML8Z,andhra pradesh,set,1,6
B099NJML8Z,kerala,set,1,7
B099NJML8Z,puducherry,set,1,8
B099NJML8Z,tamil nadu,set,1,9
B099NJML8Z,telangana,set,1,10
B099NJML8Z,jammu and kashmir,set,1,11
B08BJS1LPN,bihar,kurta,1,14
B08BJRSXYV,tripura,set,1,5
B08BJRSXYV,tamil nadu,set,1,4
B08BJRSXYV,rajasthan,set,1,3
B08BJRMLZC,kerala,kurta,1,11
B08BJRMLZC,jharkhand,kurta,1,10
B08BJRMLZC,delhi,kurta,1,9
B08BJRMLZC,assam,kurta,1,8
B08BJRFKHF,tamil nadu,kurta,1,14
B08BJRFKHF,madhya pradesh,kurta,1,13
B07JP3X3CZ,maharashtra,set,1,3
B0743DHFCD,gujarat,kurta,1,4
B0743DHFCD,andaman and nicobar islands,kurta,1,3
B0B3JGZF63,telangana,western dress,1,3
B099NJQ8JQ,andaman and nicobar islands,set,1,15
B099NJQ8JQ,assam,set,1,16
B099NJQ8JQ,chhattisgarh,set,1,17
B099NJQ8JQ,jharkhand,set,1,18
B099NJQ8JQ,mizoram,set,1,19
B099NJQ8JQ,odisha,set,1,20
B09SDY3L6Y,kerala,western dress,1,6
B09SDY3L6Y,rajasthan,western dress,1,7
B07JNSZNV5,odisha,set,1,6
B07JNSZNV5,gujarat,set,1,5
B07JNSZNV5,uttar pradesh,set,1,4
B099NJRH7C,madhya pradesh,set,1,6
B099NJRH7C,uttar pradesh,set,1,7
B099NJRH7C,nagaland,set,1,8
B099NJRH7C,west bengal,set,1,9
B099NJRH7C,haryana,set,1,10
B099NJRH7C,telangana,set,1,11
B099NJRH7C,karnataka,set,1,12
B08BJRFKHF,uttarakhand,kurta,1,12
B08BJRFKHF,gujarat,kurta,1,11
B08BJRFKHF,assam,kurta,1,10
B08BJRFKHF,himachal pradesh,kurta,1,9
B08BJRCFNM,kerala,kurta,1,7
B08BJRCFNM,west bengal,kurta,1,6
B08BJRCFNM,andhra pradesh,kurta,1,5
B08BJR2R7M,goa,kurta,1,18
B08BJR2R7M,bihar,kurta,1,17
B08BJR2R7M,tripura,kurta,1,16
B08BJR2R7M,rajasthan,kurta,1,15
B08BJQYC1B,andhra pradesh,set,1,7
B08BJQYC1B,delhi,set,1,6
