asin,ship_state_or_territory,category,regional_orders,rank
B09VC5Z5Z7,uttar pradesh,set,6,2
B08MYMV3K7,haryana,top,6,2
B07R5X6P32,maharashtra,kurta,6,1
B08HHJNTNT,andhra pradesh,kurta,6,1
B08YYTGRYB,west bengal,kurta,6,2
B09LD3655Z,karnataka,kurta,6,2
B0983CL283,tamil nadu,set,6,3
B09NQ47F17,jharkhand,set,6,11
B09NQ47F17,haryana,set,6,10
B09NQ47F17,delhi,set,6,9
B09LD3655Z,kerala,kurta,6,3
B099S74N69,maharashtra,top,6,1
B07K4C1KTB,west bengal,kurta,6,5
B07K4C1KTB,gujarat,kurta,6,4
B099S6YS1J,west bengal,top,6,3
B08QGLPC25,maharashtra,set,6,2
B09LD3CHKT,maharashtra,kurta,6,1
B09SDY7MHD,maharashtra,western dress,6,5
B09NQ44RNV,haryana,set,6,11
B099FBRF4X,tamil nadu,kurta,6,3
B099FBRF4X,telangana,kurta,6,4
B099S6YS1J,karnataka,top,6,2
B09TH73PT5,haryana,western dress,6,9
B09LD3CHKT,tamil nadu,kurta,6,2
B081X7JHBC,delhi,kurta,6,10
B09K36BDS5,uttar pradesh,set,6,1
B082W8DNQX,maharashtra,kurta,6,6
B09TZV58PW,odisha,set,6,1
B099NJV9X7,andhra pradesh,set,6,7
B08YZ13V5N,karnataka,kurta,6,2
B082W8C4RN,delhi,kurta,6,1
B08ZHZP9B5,karnataka,top,6,2
B08QGLBXXQ,delhi,set,6,2
B082W8BXW1,rajasthan,kurta,6,9
B0894YPTQT,karnataka,set,6,1
B082W8BXW1,andhra pradesh,kurta,6,8
B09QJ3DYHK,telangana,set,6,1
B08YYSQJTC,karnataka,kurta,6,2
B077M6KWYJ,kerala,kurta,6,6
B0983CRK42,uttar pradesh,set,6,3
B0894YNXQ3,telangana,set,6,4
B09NQ3TN2T,rajasthan,set,6,11
B09TH59KYD,karnataka,western dress,6,4
B09NQ3TN2T,haryana,set,6,10
B09NQ3TN2T,delhi,set,6,9
B09TH59KYD,telangana,western dress,6,3
B09TH59KYD,kerala,western dress,6,2
B09NQ3TN2T,west bengal,set,6,8
B08BJRMLZC,west bengal,kurta,6,2
B09LD3PMBT,west bengal,kurta,6,4
B099FC46Q8,uttar pradesh,kurta,6,5
B09RKF9KV8,maharashtra,set,6,1
B082W8B28G,odisha,kurta,6,8
B081X921QM,delhi,kurta,6,6
B081X921QM,telangana,kurta,6,7
B0894YNXQ3,uttar pradesh,set,6,3
B099NJQ8JQ,andhra pradesh,set,6,5
B08XWH2WNK,karnataka,kurta,6,2
B08XWH2WNK,tamil nadu,kurta,6,1
B09LD3V5V3,telangana,kurta,6,2
B09SDZ78G5,karnataka,kurta,6,2
B09Y3H5PY8,maharashtra,set,6,2
B09VC5Z5Z7,haryana,set,6,3
B08BJS1LPN,karnataka,kurta,6,3
B09LD3VCRC,maharashtra,kurta,6,1
B08XQBC8FV,uttar pradesh,set,6,7
B082W891PY,tamil nadu,kurta,6,5
B082W891PY,telangana,kurta,6,4
B099FC7FSQ,maharashtra,kurta,6,2
B098116JZS,uttar pradesh,kurta,6,1
B09K3938KW,assam,set,6,5
B09LD4DX25,maharashtra,kurta,6,1
B09RKD5K4Z,delhi,set,6,3
B09Y3H5PY8,kerala,set,6,1
B08XWBRM8L,telangana,kurta,6,4
B08QGLPC25,karnataka,set,6,1
B09LD4H4J5,tamil nadu,kurta,6,3
B09RPQV7SV,west bengal,set,6,3
B09LD4H4J5,andhra pradesh,kurta,6,4
B08YYZ1RYT,haryana,kurta,6,1
B0981152GP,andhra pradesh,kurta,6,6
B09RKFBMYD,punjab,set,6,4
B081XCMYXJ,rajasthan,kurta,6,11
B09TH574ZW,uttar pradesh,kurta,6,5
B07BL222Q1,tamil nadu,kurta,6,1
B07BL222Q1,goa,kurta,6,2
B0982ZB89B,tamil nadu,western dress,6,3
B08CMXXV2J,maharashtra,set,6,1
B09SDY7MHD,uttar pradesh,western dress,6,4
B09RKBM69V,kerala,kurta,6,1
B09LD52HML,karnataka,kurta,6,1
B09SDZ7948,karnataka,western dress,6,2
B07H7DGF1T,maharashtra,kurta,6,1
B09SDXSQ33,jharkhand,western dress,6,14
B09SDZ7948,maharashtra,western dress,6,3
B08ZYP5VBV,karnataka,set,6,1
B081XDD1NK,karnataka,kurta,6,2
B0982ZB89B,karnataka,western dress,6,2
B09RKB9ZDG,uttar pradesh,kurta,6,1
B09TH574ZW,telangana,kurta,6,4
B09NQ3MPRM,haryana,set,6,9
B08ZYQB6HN,uttar pradesh,set,6,5
B0894YJC25,karnataka,set,6,3
B09LM6C4WH,karnataka,western dress,6,2
B08XW83VLB,andhra pradesh,kurta,6,1
B09QJ399Q3,karnataka,set,6,1
B09LM6GY71,maharashtra,western dress,6,1
B09Y3G52V3,telangana,set,6,5
B09TH574ZW,maharashtra,kurta,6,3
B09LM786LJ,maharashtra,western dress,6,1
B08RP2Y81T,telangana,kurta,6,6
B08XW66LTH,karnataka,kurta,6,4
B07FXGWSHQ,maharashtra,kurta,6,1
B099NJKJ54,west bengal,set,6,10
B09SDZ9BRQ,maharashtra,western dress,6,1
B09SDXTRS9,west bengal,western dress,6,8
B098112V2V,haryana,kurta,6,7
B098112V2V,uttar pradesh,kurta,6,6
B08BJSJX3D,karnataka,set,6,2
B09SDZCJ3C,maharashtra,western dress,6,1
B0983CWQDP,maharashtra,set,6,1
B07BL27M99,andhra pradesh,kurta,6,2
B07BL27M99,telangana,kurta,6,3
B09K3BNDTT,telangana,set,6,2
B08V13SJ73,maharashtra,set,6,1
B09NPWD7J2,nagaland,set,6,1
B09K3BNDTT,tamil nadu,set,6,3
B08WJ2B2QY,maharashtra,set,6,1
B091Q8446G,uttar pradesh,kurta,6,5
B09NDMP4XK,delhi,set,6,7
B07K3R51CL,telangana,kurta,6,3
B07K3R51CL,tamil nadu,kurta,6,4
B09VC57SBH,maharashtra,set,6,2
B08RP2HWM6,karnataka,kurta,6,4
B08KRYCC8J,uttar pradesh,kurta,6,5
B08YZ1RHHJ,west bengal,kurta,6,2
B08CMRV8D1,gujarat,set,6,5
B08QJM4J9Z,maharashtra,kurta,6,1
B09LTZMK13,maharashtra,kurta,6,1
B0822SS99K,west bengal,set,6,2
B0822SS99K,uttar pradesh,set,6,3
B08XQBF1G4,rajasthan,set,6,13
B099NJ4XRB,rajasthan,set,6,8
B082W7Y2KY,kerala,kurta,6,5
B08XW3RW7P,odisha,kurta,6,6
B078Q3XW5H,tamil nadu,kurta,6,2
B099NJ4XRB,haryana,set,6,7
B09NDM5T7T,uttar pradesh,set,6,1
B099NJ4MFZ,uttarakhand,set,6,1
B08YYTCPYX,west bengal,kurta,6,4
B09RPJD74Z,tamil nadu,set,6,3
B09SDXPB9D,uttar pradesh,western dress,6,1
B08YYXJJ4V,telangana,kurta,6,2
B082W7W7W3,karnataka,kurta,6,1
B08YYXJJ4V,uttar pradesh,kurta,6,3
B09RKF9GZQ,bihar,set,6,7
B08YYSNPZB,telangana,kurta,6,2
B0894YFQ5R,bihar,set,6,10
B08XVXRVMY,karnataka,kurta,6,4
B08XVXRVMY,telangana,kurta,6,3
B08YYVFDZP,telangana,kurta,6,2
B09TH53Q68,maharashtra,western dress,6,2
B099NWNGVK,assam,set,6,6
B09LV1SJKT,delhi,kurta,6,3
B08QJN1DQJ,tamil nadu,kurta,6,1
B09LV1SJKT,west bengal,kurta,6,4
B09RKDTP7M,maharashtra,set,6,1
B09LV1TMSV,kerala,kurta,6,1
B08ZYP5VBV,uttar pradesh,set,6,2
B09NDL6H2B,telangana,set,6,6
B0822SZ9FN,maharashtra,set,6,1
B089G2K69F,maharashtra,kurta,6,4
B08B3YNJG5,karnataka,set,6,2
B09RKF9GZQ,haryana,set,6,8
B09M6SCRZ6,maharashtra,set,6,1
B082W7MZVQ,haryana,kurta,6,13
B089G2K69F,kerala,kurta,6,3
B089G2K69F,west bengal,kurta,6,2
B099FCT65D,andhra pradesh,kurta,6,6
B09RK67Y51,andhra pradesh,western dress,6,2
B08W1RQ2GZ,maharashtra,kurta,6,1
B0822T2BM8,delhi,set,6,8
B0822T2BM8,jharkhand,set,6,9
B0822T2BM8,tamil nadu,set,6,10
B097ZZZR1P,haryana,kurta,6,4
B08KRYCC8J,andhra pradesh,kurta,6,6
B099NHHY1T,rajasthan,set,6,7
B08KS7M7F7,maharashtra,kurta,6,2
B09VC5ZGD8,uttar pradesh,set,6,2
B08HK6WL3S,tamil nadu,kurta,6,2
B09RK67Y51,maharashtra,western dress,6,3
B08YYYDN9R,west bengal,kurta,6,5
B0822T4YG6,karnataka,set,6,2
B0982Z4W2G,karnataka,western dress,6,4
B08XVVJ97H,kerala,kurta,6,1
B09M6SF2XW,karnataka,set,6,2
B08XVTQHLF,karnataka,kurta,6,1
B09TH4H7T2,uttar pradesh,western dress,6,8
B082W7HW86,tamil nadu,kurta,6,1
B09TH7GXJW,maharashtra,western dress,6,1
B09K3CNYF5,west bengal,set,6,2
B07WP5G7MK,kerala,kurta,6,5
B08XVT2HP4,odisha,kurta,6,4
B09K3CNYF5,uttar pradesh,set,6,3
B09K3CQ75T,delhi,set,6,1
B0983FS8GB,karnataka,set,6,1
B0822TBFW3,uttar pradesh,set,6,3
B0983D28F9,tamil nadu,set,6,4
B08YYYDN9R,uttar pradesh,kurta,6,4
B09SDXSQ33,odisha,western dress,6,15
B09K3CQ75T,uttar pradesh,set,6,2
B09BQJ9J1X,maharashtra,set,6,1
B09RKD4R6C,telangana,kurta,6,2
B09NDKQD88,west bengal,set,6,8
B09NDKQD88,odisha,set,6,7
B09NDKQD88,gujarat,set,6,6
B099NFZJVC,telangana,set,6,9
B08CMMN974,haryana,set,6,6
B08CMMN974,punjab,set,6,5
B09Y3GBB15,maharashtra,set,6,3
B07R487XRD,telangana,set,6,4
B099NFZJVC,delhi,set,6,8
B099NFZJVC,gujarat,set,6,7
B08B3XS7ST,west bengal,set,6,8
B082W7DFR9,telangana,kurta,6,5
B09SDXTRG1,maharashtra,kurta,6,2
B08MYRR1ZW,tamil nadu,set,6,3
B09M6TZJYC,uttar pradesh,set,6,2
B09RKDTPRF,maharashtra,kurta,6,1
B08RP1WNB2,telangana,kurta,6,2
B08XVFSDR2,delhi,kurta,6,6
B0822TDMYH,haryana,set,6,9
B0822TDMYH,bihar,set,6,10
B0894Y7ZF8,telangana,set,6,3
B08XVFSDR2,uttar pradesh,kurta,6,7
B082TTV7WX,karnataka,kurta,6,1
B099FDNFFV,uttar pradesh,kurta,6,6
B099FCVXXD,andhra pradesh,kurta,6,5
B08WPR181B,west bengal,kurta,6,6
B07R5X9WJB,west bengal,kurta,6,7
B09M6WZX2J,karnataka,set,6,2
B09K3DQZ66,tamil nadu,set,6,3
B09SDXTH4Q,maharashtra,set,6,1
B099FDNFFV,west bengal,kurta,6,5
B099FDNFFV,kerala,kurta,6,4
B0894Y4PNG,haryana,set,6,7
B09NDKJKPN,telangana,set,6,7
B09M6X6C6T,karnataka,set,6,2
B09M6YZ9K1,maharashtra,set,6,1
B09TH2ZFSY,west bengal,western dress,6,4
B08RNX8Q22,kerala,kurta,6,5
B099FDMD6T,west bengal,kurta,6,10
B0822TFD7Y,west bengal,set,6,5
B097ZZR31W,delhi,kurta,6,5
B09TH7F8WY,karnataka,kurta,6,3
B08QGM18YN,delhi,set,6,3
B08XVKLMZK,maharashtra,kurta,6,4
B07R5X9WJB,gujarat,kurta,6,8
B07R5X9WJB,uttar pradesh,kurta,6,9
B08XVKLMZK,andhra pradesh,kurta,6,5
B08PCRPSKP,tamil nadu,kurta,6,2
B09QJ48G25,delhi,set,6,4
B09SDY8DCT,goa,western dress,6,20
B099FDH3P2,telangana,kurta,6,3
B099FDH3P2,uttar pradesh,kurta,6,2
B09VC5ZGD8,telangana,set,6,1
B099FD9VJ9,karnataka,kurta,6,5
B09NDKGZ6V,tamil nadu,set,6,8
B09NDKGZ6V,rajasthan,set,6,7
B09NDKGZ6V,kerala,set,6,6
B09NDKGZ6V,delhi,set,6,5
B0822TK3YM,delhi,set,6,2
B08TZD8JD6,delhi,set,6,2
B08YZ175BR,west bengal,kurta,6,2
B08RNPK8FX,andhra pradesh,kurta,6,6
B099FD9VJ9,telangana,kurta,6,4
B09NDKGZ6V,west bengal,set,6,4
B097ZZQKJQ,andhra pradesh,kurta,6,1
B09TH7F8WY,telangana,kurta,6,2
B09NDKDH96,maharashtra,set,6,1
B09TY289H8,tamil nadu,western dress,6,1
B08XVQMSJV,maharashtra,kurta,6,5
B0894Y3VBB,jharkhand,set,6,10
B08W1HC76G,maharashtra,kurta,6,2
B09M768N86,maharashtra,set,6,1
B09QJ4HWCC,maharashtra,set,6,3
B09QJ48G25,haryana,set,6,3
B08RDTTBPW,maharashtra,top,6,1
B07K3YQLF1,tamil nadu,kurta,6,2
B09YYQT81M,maharashtra,top,6,1
B09NDK1LZ3,karnataka,set,6,2
B08MYS5MS1,karnataka,kurta,6,1
B0822TTYMH,telangana,set,6,1
B0822TTYMH,maharashtra,set,6,2
B08CMG9FVB,maharashtra,set,6,2
B01LYC0NV1,tamil nadu,kurta,6,1
B08CMG9FVB,odisha,set,6,3
B0986XMWXH,tamil nadu,top,6,2
B0822TVYZ1,uttar pradesh,set,6,2
B0822TVYZ1,haryana,set,6,3
B0822TVYZ1,rajasthan,set,6,4
B08XVM3MJS,telangana,kurta,6,1
B09RK7CGHJ,maharashtra,western dress,6,2
B0894Y3VBB,rajasthan,set,6,9
B09M76SVFW,kerala,kurta,6,3
B09RK7CGHJ,telangana,western dress,6,1
B08KS2BPL8,kerala,kurta,6,5
B09NDHQMKC,gujarat,set,6,5
B09NDHQMKC,telangana,set,6,4
B09NDHQMKC,uttar pradesh,set,6,3
B08CMHNWBN,tamil nadu,set,6,4
B099NV5WD8,maharashtra,western dress,6,1
B09QJ35SR5,karnataka,set,6,2
B09TH3MNW7,karnataka,western dress,6,2
B08XVPKBKG,telangana,kurta,6,2
B09M78RCYW,maharashtra,set,6,1
B08QGM18YN,telangana,set,6,4
B09M77164V,maharashtra,set,6,2
B09RKDW3QG,maharashtra,set,6,2
B08B3YPXKZ,kerala,kurta,6,5
B09M77164V,telangana,set,6,3
B09M77164V,tamil nadu,set,6,4
B09M77H766,maharashtra,set,6,1
B09M77164V,karnataka,set,6,5
B08XVNX5LD,karnataka,kurta,6,3
B0822V3DMF,maharashtra,set,6,3
B08ZH9GDTY,delhi,top,6,1
B0822V3DMF,uttar pradesh,set,6,2
B09TH6L9KF,maharashtra,kurta,6,2
B09RP8WY5J,karnataka,set,6,6
B09M778LNG,maharashtra,set,6,1
B097ZZLC2X,delhi,kurta,6,4
B09K3DV6Q9,tamil nadu,set,6,4
B09RKD3P4J,uttar pradesh,kurta,6,2
B08KS2BPL8,delhi,kurta,6,4
B0894Y2NJQ,karnataka,set,6,2
B099NTV5ZV,delhi,western dress,6,4
B099NTV5ZV,gujarat,western dress,6,3
B09QJ35SR5,maharashtra,set,6,1
B0982ZRDSY,tamil nadu,western dress,6,7
B09K3F6Y89,delhi,set,6,3
B09RP8WY5J,andhra pradesh,set,6,5
B09K3F6Y89,uttar pradesh,set,6,4
B0983FS8GB,maharashtra,set,6,2
B0894Y1W9Q,karnataka,set,6,4
B0894Y1W9Q,maharashtra,set,6,3
B08B3YSLXV,maharashtra,kurta,6,1
B0982ZRDSY,delhi,western dress,6,6
B08W8NPXMS,andhra pradesh,kurta,6,4
B08WPR5MCB,andhra pradesh,kurta,6,6
B0894XYMWS,maharashtra,set,6,6
B08YYTCPYX,maharashtra,kurta,6,3
B09RKD2Z9T,kerala,set,6,1
B08N4TGTRV,haryana,top,6,5
B0986XQG53,west bengal,top,6,2
B0982YZ51B,telangana,western dress,6,7
B08MYSWHBB,tamil nadu,set,6,1
B09K3G4TS6,tamil nadu,set,6,5
B0982YZ51B,delhi,western dress,6,6
B0894XWGCR,karnataka,set,6,1
B099NTSTM2,telangana,western dress,6,4
B0894XW4QF,karnataka,set,6,1
B09RT3BBJZ,maharashtra,set,6,3
B09RKF7PZB,gujarat,set,6,3
B09Y27F7WY,maharashtra,western dress,6,1
B08ZYPCX6Y,tamil nadu,set,6,4
B0983D64M1,delhi,set,6,1
B09Q19BS6S,karnataka,set,6,1
B09TH851W5,karnataka,kurta,6,4
B09QJ549GK,telangana,set,6,1
B0894XSQ2J,maharashtra,set,6,3
B08QGNW2H8,bihar,set,6,3
B09831NCG7,tamil nadu,western dress,6,4
B08QGNW2H8,uttar pradesh,set,6,4
B08TRHQDFP,karnataka,kurta,6,2
B09SDY68JK,delhi,kurta,6,9
B098316HXL,telangana,western dress,6,5
B09RKF8L5N,delhi,set,6,3
B07Q2M4W2P,karnataka,set,6,1
B08WPS7TQS,karnataka,kurta,6,2
B09SDY68JK,bihar,kurta,6,8
B09RKF8L5N,uttar pradesh,set,6,4
B09RKDGZ2D,telangana,set,6,4
B08YYTTNY5,maharashtra,kurta,6,2
B09K3JVNR1,delhi,set,6,4
B09K3JVNR1,andhra pradesh,set,6,5
B08YYTH8N5,telangana,kurta,6,1
B0965KR7YJ,maharashtra,top,6,2
B0965KR7YJ,karnataka,top,6,1
B09K3JVNR1,uttar pradesh,set,6,6
B08MYT94FH,tamil nadu,set,6,3
B09SDYMGQQ,maharashtra,western dress,6,1
B08HK65T65,karnataka,kurta,6,2
B08HK65T65,maharashtra,kurta,6,1
B09SDYMJZC,gujarat,western dress,6,1
B07WP5HXW3,maharashtra,kurta,6,2
B08YZ1Z5XS,delhi,kurta,6,3
B099NSQP4Z,haryana,western dress,6,11
B081WPK66G,delhi,kurta,6,9
B08MYTBL9T,karnataka,set,6,1
B08MYTBL9T,tamil nadu,set,6,2
B08MYTBL9T,telangana,set,6,3
B08KS2BCHS,west bengal,kurta,6,8
B08KS2BCHS,telangana,kurta,6,7
B09831P2JC,tamil nadu,western dress,6,5
B0894XKVH3,kerala,set,6,11
B0965K6QBX,maharashtra,top,6,1
B09SDXB141,uttar pradesh,western dress,6,7
B08V1CFND9,karnataka,western dress,6,1
B08B3YVCK3,uttar pradesh,western dress,6,1
B09RKD2Z9R,gujarat,set,6,3
B08KS2BCHS,haryana,kurta,6,6
B0965J8RCH,karnataka,top,6,2
B09SDYMTMZ,maharashtra,western dress,6,1
B09RKF7PZB,tamil nadu,set,6,2
B0894XKSM1,karnataka,set,6,5
B099WXZ2R9,karnataka,set,6,1
B09RKD2FDC,maharashtra,set,6,1
B09QJ49VXB,maharashtra,set,6,1
B0982YYCLC,telangana,western dress,6,1
B094FRW46T,tamil nadu,set,6,7
B094FRW46T,bihar,set,6,6
B094FRW46T,west bengal,set,6,5
B0894XKKWY,uttar pradesh,set,6,3
B08MYTMDWF,tamil nadu,set,6,1
B0894XKKWY,odisha,set,6,2
B0983F2ZJW,delhi,set,6,5
B07Q2MWDYN,karnataka,set,6,3
B09SDYNSM7,maharashtra,western dress,6,2
B08WPTJBBD,gujarat,kurta,6,7
B08WPTJBBD,goa,kurta,6,8
B099NS9KRN,gujarat,western dress,6,2
B094FR7J54,bihar,set,6,9
B09SDYNSM7,karnataka,western dress,6,3
B0894XHM78,tamil nadu,ethnic dress,6,4
B099S9P2FK,uttar pradesh,top,6,4
B09RKD22W2,karnataka,set,6,1
B07WV4JV4D,maharashtra,kurta,6,1
B0894XH3LN,chhattisgarh,set,6,15
B0894XH3LN,himachal pradesh,set,6,14
B0894XH3LN,kerala,set,6,13
B09TZWBRY9,maharashtra,kurta,6,1
B08KS1W7V8,telangana,kurta,6,8
B08B3Y3VHQ,telangana,western dress,6,4
B09QJ5M6TW,tamil nadu,set,6,3
B094FNM537,andhra pradesh,set,6,5
B094FNM537,uttar pradesh,set,6,4
B08YYZNNWM,maharashtra,kurta,6,2
B08KS1W7V8,karnataka,kurta,6,7
B08YYZNNWM,karnataka,kurta,6,1
B091Q97C9S,west bengal,kurta,6,4
B09RKFDNHM,maharashtra,set,6,1
B09813XDGT,maharashtra,kurta,6,1
B09K3LRFQF,tamil nadu,set,6,3
B08KS1W7V8,gujarat,kurta,6,6
B09K3LRFQF,uttar pradesh,set,6,4
B09CTFP96V,tamil nadu,set,6,2
B09QJ49VXB,uttar pradesh,set,6,2
B079WX69ZM,maharashtra,kurta,6,3
B09RP8VTX6,delhi,set,6,3
B09RP8VTX6,punjab,set,6,2
B08QGN4RYQ,telangana,set,6,1
B0894XGJ83,odisha,set,6,10
B0894XGJ83,bihar,set,6,9
B08KS1W7V8,west bengal,kurta,6,5
B099S8X47K,telangana,top,6,8
B094FLCKQN,maharashtra,top,6,2
B0983DBK44,delhi,set,6,3
B08WPZ1N4Z,tamil nadu,kurta,6,7
B0894X9QY9,tamil nadu,ethnic dress,6,4
B09RKCY3CP,karnataka,set,6,2
B094FL7XWR,karnataka,kurta,6,1
B081WS1W2K,maharashtra,kurta,6,1
B09K3N11L8,tamil nadu,set,6,3
B07H6L4CBM,karnataka,kurta,6,1
B099NRSX6D,karnataka,western dress,6,1
B0986XVY18,maharashtra,top,6,2
B0894X9LNS,west bengal,set,6,5
B09SDXFFQ1,goa,western dress,6,20
B08MYV6C3Y,tamil nadu,set,6,4
B08KRXDR4Y,tamil nadu,kurta,6,1
B09QJ3ZP5T,delhi,set,6,1
B08QGN6D3M,karnataka,set,6,5
B08QGN6D3M,maharashtra,set,6,4
B0894X8ND7,tamil nadu,set,6,4
B0894X8ND7,karnataka,set,6,3
B07MY33NWD,karnataka,set,6,1
B08YZ243V6,delhi,kurta,6,2
B08YZ243V6,west bengal,kurta,6,3
B0982ZMQGG,telangana,western dress,6,2
B098136DNF,telangana,kurta,6,3
B08KRZRSCL,kerala,kurta,6,6
B09G2RFP14,maharashtra,set,6,1
B08YZ243V6,karnataka,kurta,6,4
B099S8X47K,west bengal,top,6,7
B094FK6BKH,maharashtra,top,6,1
B09QJ4PXZ3,gujarat,set,6,1
B0983DZX48,telangana,set,6,3
B09K3QJ389,delhi,set,6,1
B08WQ64YYX,maharashtra,kurta,6,1
B0894X7XDM,uttar pradesh,ethnic dress,6,4
B094FJC1XS,maharashtra,top,6,1
B09K3QVXBS,telangana,set,6,3
B0894X711G,haryana,set,6,7
B08KRZK1NB,tamil nadu,kurta,6,2
B0983GGFYD,gujarat,set,6,6
B09CT5Z9BB,tamil nadu,set,6,1
B081WSCKPQ,goa,kurta,6,20
B09QJ3XPJ8,uttar pradesh,set,6,2
B098133PV5,karnataka,kurta,6,4
B08B3Z38TJ,tamil nadu,set,6,5
B08B3Z38TJ,karnataka,set,6,6
B098133PV5,delhi,kurta,6,3
B09SDY51NS,kerala,kurta,6,8
B0943N6JL2,maharashtra,top,6,1
B09SDY51NS,madhya pradesh,kurta,6,7
B099NRCT7B,jharkhand,western dress,6,10
B07S8VQ9Y4,west bengal,kurta,6,2
B08KRZK1NB,maharashtra,kurta,6,1
B09K3R6L8S,delhi,kurta,6,2
B08ZJ2CB3B,delhi,top,6,2
B0894X3VKQ,andhra pradesh,set,6,3
B09PN5N9FP,andhra pradesh,set,6,2
B07R5WRWSH,karnataka,kurta,6,1
B09RKCX5WR,tamil nadu,set,6,1
B091SPWM8L,karnataka,set,6,3
B0983DQLBQ,karnataka,set,6,1
B0894X27FC,rajasthan,set,6,16
B0894X27FC,uttarakhand,set,6,15
B09QJ6676Y,uttar pradesh,set,6,1
B09SDXL8S4,uttar pradesh,kurta,6,1
B08B3YC7HZ,telangana,kurta,6,4
B099NR3NXY,delhi,western dress,6,10
B091Q97C9S,tamil nadu,kurta,6,3
B0982ZJ666,andhra pradesh,western dress,6,6
B09RMSZ7S6,maharashtra,top,6,1
B09RKCWNYM,uttar pradesh,set,6,1
B08B3ZCK7H,uttar pradesh,set,6,1
B09RKDH8RL,maharashtra,set,6,1
B081WSL2JS,punjab,kurta,6,11
B09K3S1BWQ,tamil nadu,set,6,2
B08N197PDV,tamil nadu,kurta,6,1
B089G1JQCK,andhra pradesh,set,6,4
B089G1JQCK,maharashtra,set,6,3
B09435CZV7,maharashtra,top,6,1
B08YYRNM5M,karnataka,kurta,6,1
B091Q9FQ4B,andhra pradesh,kurta,6,3
B09K3S3FFN,tamil nadu,set,6,6
B09434VXFX,maharashtra,top,6,1
B09Y3MWCDM,maharashtra,set,6,4
B09SDXL8S4,karnataka,kurta,6,2
B09PN4WMPP,kerala,set,6,1
B07GRVXGV9,karnataka,kurta,6,3
B0894WWGK9,madhya pradesh,set,6,10
B0894WWGK9,uttarakhand,set,6,9
B09PN4P12Y,gujarat,set,6,6
B0894WWGK9,gujarat,set,6,8
B08YZ19DL9,west bengal,kurta,6,4
B08QGMYV8L,karnataka,set,6,2
B0986XYSRW,telangana,top,6,3
B08B3XN2LC,telangana,set,6,3
B08W8T2TDB,telangana,kurta,6,2
B091Q92M8Z,maharashtra,kurta,6,1
B08N19VQNW,telangana,kurta,6,1
B08XNG7DRS,maharashtra,set,6,1
B08HK57ZZN,karnataka,kurta,6,2
B09812STL3,maharashtra,kurta,6,1
B0894WW15B,rajasthan,set,6,13
B0894WW15B,bihar,set,6,12
B0894WW15B,jharkhand,set,6,11
B089G1JFVJ,tamil nadu,western dress,6,1
B099NQQ79L,punjab,western dress,6,14
B08L93C2FW,karnataka,set,6,1
B07X3JWM6Y,karnataka,set,6,1
B09831TPR5,kerala,western dress,6,6
B09SDYQ3WG,assam,western dress,6,17
B09QJ549GK,karnataka,set,6,2
B08XNGMPLK,telangana,set,6,1
B09SDX2WZJ,maharashtra,western dress,6,1
B09G2W57QG,tamil nadu,kurta,6,1
B0894WV6S6,uttar pradesh,ethnic dress,6,7
B0983F9JL2,telangana,set,6,2
B08W9F5KML,west bengal,set,6,2
B08HK4X96H,karnataka,kurta,6,2
B08HK4X96H,telangana,kurta,6,1
B081WSWWL7,gujarat,kurta,6,9
B081WSWWL7,delhi,kurta,6,10
B07X3K4L82,tamil nadu,set,6,4
B09TY2KSY6,maharashtra,western dress,6,1
B07X3K4L82,bihar,set,6,5
B07R41S1YG,andhra pradesh,kurta,6,5
B09831XMWL,telangana,western dress,6,1
B09QJKR216,delhi,set,6,1
B09K3S4P57,andhra pradesh,kurta,6,9
B09SDY8DCT,uttarakhand,western dress,6,21
B091SV9XW1,kerala,western dress,6,2
B08YZ24516,karnataka,kurta,6,5
B0894WT213,tamil nadu,ethnic dress,6,4
B09RKD8HQK,uttar pradesh,set,6,2
B0982ZDZ8K,telangana,western dress,6,2
B08W9F5KML,karnataka,set,6,3
B08XNGQCGM,odisha,set,6,6
B08XNGQCGM,telangana,set,6,7
B08ZHWQWSW,maharashtra,top,6,1
B08V1FF319,maharashtra,top,6,1
B09RMP3PSZ,karnataka,top,6,2
B09K3SHVLV,telangana,set,6,2
B099NQJZPQ,odisha,western dress,6,11
B09RKDJ9SQ,haryana,set,6,3
B08W9JNFXM,maharashtra,set,6,1
B09812JNRT,karnataka,kurta,6,2
B089G1FCC7,kerala,kurta,6,1
B099NQJZPQ,delhi,western dress,6,10
B0986YNFRH,maharashtra,top,6,1
B08XNGQCGM,bihar,set,6,8
B07R59R6KX,maharashtra,set,6,1
B09K3ST3YW,karnataka,kurta,6,3
B091Q86HCQ,assam,kurta,6,1
B08XNH9MJL,west bengal,set,6,1
B0894WL9SH,telangana,set,6,5
B09Y3MWCDM,madhya pradesh,set,6,7
B0B3NBYD9W,maharashtra,set,6,1
B0894YTN3H,gujarat,set,5,10
B098314S8L,west bengal,western dress,5,5
B08YYTNXN6,telangana,kurta,5,4
B07MY36NVG,maharashtra,set,5,1
B09TH6SLT5,delhi,set,5,1
B0982ZYR1X,telangana,western dress,5,3
B0982ZYR1X,kerala,western dress,5,2
B09QJ48KSN,maharashtra,set,5,2
B09SDXL8S4,west bengal,kurta,5,3
B0982ZYH1C,telangana,western dress,5,4
B0982ZYH1C,tamil nadu,western dress,5,3
