asin,ship_state_or_territory,category,regional_orders,rank
B09RKD2VCP,uttar pradesh,set,4,1
B09RKD2VCP,delhi,set,4,2
B09536SS8T,karnataka,top,4,1
B099NSGTJ9,telangana,western dress,4,1
B09Q18BBWR,west bengal,set,4,3
B08TRHNH61,maharashtra,kurta,4,1
B09TH6DNNN,delhi,set,4,4
B08B3YVCK3,maharashtra,western dress,4,5
B08B3YVCK3,kerala,western dress,4,4
B09RP8VTX6,telangana,set,4,6
B08B3GTC12,tamil nadu,western dress,4,4
B09TH6DNNN,karnataka,set,4,5
B0965K6QBX,telangana,top,4,2
B09QJ4VMB5,delhi,set,4,3
B0982YMQK6,karnataka,western dress,4,2
B07WP5HXW3,tamil nadu,kurta,4,4
B0894XKVH3,gujarat,set,4,15
B09RKDGZ2D,west bengal,set,4,6
B09TZWBRY9,karnataka,kurta,4,2
B09Y282Q7Y,delhi,western dress,4,1
B08MXCP6LH,maharashtra,set,4,2
B09K3KMF92,delhi,set,4,2
B08MXCP6LH,uttar pradesh,set,4,1
B09Y27G27L,maharashtra,kurta,4,1
B08ZHQL89M,west bengal,top,4,2
B09CT6L67S,andhra pradesh,set,4,3
B09K3KC8TQ,karnataka,set,4,1
B09K3JW9KT,tamil nadu,set,4,2
B09CT6L67S,maharashtra,set,4,4
B08MYT9TPL,andhra pradesh,kurta,4,1
B01LYC0N7Q,andhra pradesh,kurta,4,2
B08WPS7TQS,telangana,kurta,4,3
B09K3JVNR1,telangana,set,4,8
B0965KHYNH,karnataka,top,4,4
B09TZVY27D,kerala,set,4,2
B09TZVY27D,maharashtra,set,4,3
B098315N2Z,west bengal,western dress,4,10
B08MYT94FH,karnataka,set,4,5
B09SDYLJZ5,maharashtra,western dress,4,2
B08HK65T65,tamil nadu,kurta,4,3
B0986XRKNX,maharashtra,top,4,1
B09QJ5LYDH,karnataka,set,4,5
B0965KS1MF,maharashtra,top,4,1
B07Q2M4W2P,telangana,set,4,2
B07WS16S49,maharashtra,kurta,4,1
B098314S8L,delhi,western dress,4,6
B08QGNW2H8,delhi,set,4,6
B09SDYLJZ5,karnataka,western dress,4,1
B09RKDZ467,west bengal,set,4,2
B09Q18R2RN,karnataka,set,4,1
B09Q1943PQ,karnataka,set,4,2
B09Q194BM1,uttar pradesh,set,4,1
B09K3HVZ83,karnataka,set,4,4
B09TH6ZKSH,maharashtra,set,4,4
B09RKD9PDZ,delhi,set,4,5
B0982YYCLC,kerala,western dress,4,3
B0982YYCLC,maharashtra,western dress,4,4
B0983D64M1,uttar pradesh,set,4,3
B0986XQG53,tamil nadu,top,4,3
B09RKF9X23,uttar pradesh,set,4,1
B09CT88XNF,maharashtra,set,4,1
B09K3HGTRS,delhi,set,4,5
B09831NCG7,andhra pradesh,western dress,4,5
B09QJ549GK,maharashtra,set,4,6
B0894XVZLM,telangana,set,4,2
B0894XVZLM,gujarat,set,4,3
B08KRT33W1,uttar pradesh,kurta,4,3
B08MYSZ794,karnataka,kurta,4,1
B09YYPF144,maharashtra,top,4,1
B08YZ16CBG,maharashtra,kurta,4,1
B0967QTQXK,maharashtra,western dress,4,1
B08MXCJC5Z,maharashtra,kurta,4,1
B0967RN8GY,telangana,western dress,4,1
B09Q19BS6S,tamil nadu,set,4,4
B0894XW4QF,uttar pradesh,set,4,2
B09SDYL6L2,gujarat,western dress,4,1
B08YZ1YKB4,west bengal,kurta,4,1
B08YYS7HQD,delhi,kurta,4,4
B0983G1KLL,telangana,set,4,7
B09RP8WLNY,delhi,set,4,6
B07WZFT117,uttar pradesh,set,4,1
B0894XWGCR,telangana,set,4,4
B08WPR5MCB,delhi,kurta,4,9
B08KS2BPL8,telangana,kurta,4,6
B08KS2BPL8,uttar pradesh,kurta,4,8
B09Q3HSGH3,west bengal,kurta,4,1
B09TXYX9Y8,gujarat,western dress,4,1
B091SM2DMN,telangana,western dress,4,3
B09Q3JQJ67,karnataka,kurta,4,1
B0982ZRDSY,gujarat,western dress,4,8
B09QJ2HM91,delhi,set,4,1
B09TZWBRY9,delhi,kurta,4,3
B0982Z25ZX,telangana,ethnic dress,4,2
B08ZJ5RSCH,karnataka,top,4,1
B08YYSCF1V,tamil nadu,kurta,4,1
B098312LNC,maharashtra,western dress,4,2
B08YZ1XTLS,telangana,kurta,4,2
B09QJ341YQ,maharashtra,kurta,4,1
B07WS16S4C,telangana,kurta,4,2
B07WS16S4C,karnataka,kurta,4,3
B09SDYL6L1,tamil nadu,kurta,4,10
B09QJ341YQ,kerala,kurta,4,2
B0982Z3KRC,karnataka,western dress,4,1
B09K3FG237,uttar pradesh,set,4,3
B09K3FG237,karnataka,set,4,2
B0894XZZQC,karnataka,set,4,1
B08YYTKXNX,uttar pradesh,kurta,4,3
B09QJ48G25,telangana,set,4,5
B0983D28F9,west bengal,set,4,6
B09SDXL6QC,delhi,set,4,1
B08YYSCF1V,uttar pradesh,kurta,4,2
B09RKDFBJ3,maharashtra,set,4,3
B09RKDFBJ3,uttar pradesh,set,4,2
B08B3YSLXV,tamil nadu,kurta,4,2
B09K3F6Y89,telangana,set,4,7
B09TZWBRY9,west bengal,kurta,4,4
B08QGJR8RG,kerala,set,4,6
B09CTB2G4H,delhi,set,4,1
B0986XPC9V,maharashtra,top,4,1
B0986XNNKR,maharashtra,top,4,1
B0894Y1W9Q,west bengal,set,4,5
B0894Y1W9Q,uttar pradesh,set,4,6
B091Q8JYY5,delhi,kurta,4,3
B097ZZHBTC,kerala,kurta,4,5
B08QGN4RYQ,tamil nadu,set,4,7
B09CTB4JPF,uttar pradesh,set,4,1
B08QGJR8RG,andhra pradesh,set,4,5
B08MYSGSY2,tamil nadu,kurta,4,2
B097ZZKJLB,maharashtra,kurta,4,1
B097ZZKR4N,karnataka,kurta,4,1
B09K3DV6Q9,telangana,set,4,6
B07PBD7CN1,maharashtra,set,4,1
B0894Y2NJQ,telangana,set,4,3
B0894Y2NJQ,maharashtra,set,4,4
B08YZ1XTLS,maharashtra,kurta,4,1
B09RKDZ467,telangana,set,4,1
B08KRYCC8J,delhi,kurta,4,7
B09YYNG98D,andhra pradesh,kurta,4,2
B08WPR181B,uttar pradesh,kurta,4,10
B08MXC4F59,maharashtra,kurta,4,2
B09CTB4JPF,maharashtra,set,4,2
B0982Z5BL6,maharashtra,western dress,4,1
B08QGM18YN,uttar pradesh,set,4,5
B08B3YPXKZ,andhra pradesh,kurta,4,6
B08WPR181B,delhi,kurta,4,9
B08YYSKBSS,tamil nadu,kurta,4,1
B097ZZLC2X,telangana,kurta,4,5
B07SHBLS7R,maharashtra,kurta,4,2
B0983FZW13,uttar pradesh,set,4,3
B0982ZBG32,maharashtra,western dress,4,2
B09QJ35SR5,tamil nadu,set,4,3
B097ZZNTK2,kerala,kurta,4,2
B09TZX82WT,maharashtra,kurta,4,1
B08QGHTFWF,delhi,set,4,6
B0983CRK42,telangana,set,4,5
B08ZHVSHYY,maharashtra,top,4,1
B0894Y3VBB,kerala,set,4,17
B08WPR181B,andhra pradesh,kurta,4,8
B097ZZQKJQ,maharashtra,kurta,4,2
B08MYS1L63,karnataka,kurta,4,1
B09K3DQZ66,delhi,set,4,7
B07WV4M3RF,maharashtra,kurta,4,4
B099NV5WD8,karnataka,western dress,4,3
B09SDY6ZXQ,gujarat,western dress,4,2
B09B2FW4TC,maharashtra,kurta,4,1
B09CTB7JMG,maharashtra,set,4,1
B097ZZR31W,west bengal,kurta,4,6
B07WV4M3RF,karnataka,kurta,4,5
B0894Y4PNG,west bengal,set,4,14
B0983FZW13,telangana,set,4,2
B08YZ1SZDH,uttar pradesh,kurta,4,3
B08YZ1SZDH,maharashtra,kurta,4,2
B09SDYL517,karnataka,western dress,4,1
B09K3DQZ66,gujarat,set,4,5
B09TH6T8FV,uttar pradesh,set,4,3
B097ZZR31W,uttar pradesh,kurta,4,7
B097ZZR31W,telangana,kurta,4,8
B0894Y659D,karnataka,set,4,1
B08B3YPD63,kerala,set,4,10
B09RKDFBJ3,telangana,set,4,1
B09RKDDQRP,maharashtra,set,4,1
B0983FZW13,karnataka,set,4,1
B097ZZR31W,andhra pradesh,kurta,4,9
B0986XJDJ4,west bengal,top,4,8
B08KRXV1QR,gujarat,kurta,4,17
B08V197XLZ,maharashtra,western dress,4,3
B08MYRR1ZW,andhra pradesh,set,4,5
B08QGHTFWF,tamil nadu,set,4,7
B0894Y7ZF8,gujarat,set,4,6
B09QJ4GWN5,maharashtra,set,4,1
B07H7DD9D5,karnataka,kurta,4,2
B07ZYQ1BWH,maharashtra,kurta,4,1
B0983CL283,delhi,set,4,4
B09YYR23XR,gujarat,western dress,4,3
B09RKDYFFP,telangana,set,4,3
B097ZZTMZD,andhra pradesh,kurta,4,7
B0982ZBHYK,maharashtra,western dress,4,3
B09YYR23XR,delhi,western dress,4,4
B08RJBQSMG,karnataka,set,4,1
B097ZZTMZD,delhi,kurta,4,8
B0822V3DMF,kerala,set,4,5
B099FD3RH8,andhra pradesh,kurta,4,6
B097ZZZ37J,karnataka,kurta,4,1
B08QGHTFWF,karnataka,set,4,8
B09TH89W4P,karnataka,set,4,2
B09TH3MNW7,telangana,western dress,4,4
B08XVNX5LD,andhra pradesh,kurta,4,5
B09M77164V,uttar pradesh,set,4,6
B0822TZN8Y,maharashtra,set,4,1
B09M77H766,karnataka,set,4,2
B08ZH9GDTY,maharashtra,top,4,2
B09M784Y6P,telangana,set,4,3
B09RKD4R6C,tamil nadu,kurta,4,5
B09M784Y6P,uttar pradesh,set,4,4
B0822TZ4S3,telangana,set,4,3
B08B3YNJG5,tamil nadu,set,4,4
B0822TZ4S3,uttar pradesh,set,4,2
B09M78RCYW,telangana,set,4,2
B091GV1PQR,maharashtra,top,4,1
B09M76WLGL,maharashtra,set,4,1
B08CMHNWBN,west bengal,set,4,6
B08ZYR2ZVM,karnataka,set,4,2
B09M76SVFW,tamil nadu,kurta,4,5
B08YZ138QZ,uttar pradesh,kurta,4,6
B09TY22KD3,telangana,western dress,4,2
B08CMHNWBN,andhra pradesh,set,4,7
B09SDXSS2B,tamil nadu,set,4,1
B09QJ37SNL,karnataka,set,4,4
B0822V61TT,karnataka,set,4,2
B08ZYR2ZVM,maharashtra,set,4,1
B08XVM3MJS,karnataka,kurta,4,3
B08ZH9LS2B,maharashtra,top,4,1
B097ZZZR1P,west bengal,kurta,4,5
B09TH3H2DP,tamil nadu,western dress,4,7
B09TH3H2DP,gujarat,western dress,4,6
B08ZH99ND2,karnataka,top,4,4
B09M76Q8J8,maharashtra,set,4,1
B0822TVYZ1,delhi,set,4,6
B08XVM1XQJ,tamil nadu,kurta,4,1
B09TH3H2DP,uttar pradesh,western dress,4,5
B078Q4CFFN,tamil nadu,kurta,4,2
B09M76KXC7,karnataka,set,4,2
B0822TVYZ1,karnataka,set,4,5
B09QJ48KSN,karnataka,set,4,5
B0822V6P8L,uttar pradesh,set,4,2
B08XVKMPHJ,west bengal,kurta,4,8
B09NDHQMKC,delhi,set,4,7
B09NDHQMKC,tamil nadu,set,4,9
B08CMHNWBN,kerala,set,4,9
B08YYYB7PX,maharashtra,kurta,4,2
B09TH3VG1V,karnataka,western dress,4,1
B09M768PCX,maharashtra,kurta,4,2
B08ZHDJTM5,tamil nadu,top,4,1
B0822VCQQC,uttar pradesh,set,4,4
B07TD8SXKT,maharashtra,set,4,1
B09TH3GYN7,maharashtra,western dress,4,1
B0894YB3B1,gujarat,set,4,11
B09QJ37SNL,delhi,set,4,5
B099FD9VJ2,maharashtra,kurta,4,3
B09TH37FXC,maharashtra,set,4,5
B09TH37FXC,west bengal,set,4,4
B08YZ1RHHJ,tamil nadu,kurta,4,5
B09NDK8FFH,maharashtra,set,4,2
B09M768N86,telangana,set,4,4
B09M768N86,karnataka,set,4,3
B08WPPX32Y,maharashtra,kurta,4,1
B09BQDLN22,maharashtra,kurta,4,3
B09TH43NW5,maharashtra,western dress,4,4
B07R5XFLN3,maharashtra,kurta,4,4
B09M75YGQF,karnataka,kurta,4,7
B09M75YGQF,kerala,kurta,4,6
B07K3YQLF1,uttar pradesh,kurta,4,4
B08YZ1RHHJ,karnataka,kurta,4,4
B08QGKF6W4,andhra pradesh,set,4,5
B08QGKHDN3,telangana,set,4,3
B08V17QS8H,maharashtra,set,4,2
B09RK7FBWT,telangana,western dress,4,2
B08QGKF6W4,tamil nadu,set,4,4
B09TH33GBM,uttar pradesh,western dress,4,4
B07FTHTK92,telangana,kurta,4,1
B0983CBSJ3,uttar pradesh,set,4,9
B08B3YNJG5,west bengal,set,4,3
B08VWZPSVC,maharashtra,set,4,1
B08TZNX8NY,maharashtra,top,4,1
B08ZHT1PKK,uttar pradesh,top,4,5
B08CMJBRQV,karnataka,set,4,3
B0983CBSJ3,kerala,set,4,8
B08V17S7Z3,maharashtra,kurta,4,1
B09TH33GBM,maharashtra,western dress,4,3
B09TH6L9KF,gujarat,kurta,4,4
B09TH43SGS,maharashtra,western dress,4,2
B09RK7N97N,tamil nadu,western dress,4,2
B09TH43SGS,telangana,western dress,4,3
B08V17QS8H,telangana,set,4,1
B09M75WS4Q,karnataka,set,4,3
B091Q8D5D3,karnataka,kurta,4,1
B08QGKF6W4,maharashtra,set,4,3
B0822W6T1C,maharashtra,set,4,1
B097ZZZWQN,maharashtra,kurta,4,1
B08QGKF6W4,uttar pradesh,set,4,2
B08RNPK8FX,kerala,kurta,4,8
B09M74YV58,maharashtra,set,4,1
B08QGKHDN3,west bengal,set,4,4
B09NDKGZ6V,andhra pradesh,set,4,9
B09RK7N97N,karnataka,western dress,4,3
B08W1HC76G,karnataka,kurta,4,3
B08YYTNXN6,andhra pradesh,kurta,4,6
B08CDPGHC6,tamil nadu,kurta,4,1
B099FDH3P2,tamil nadu,kurta,4,5
B08L3SHYZH,maharashtra,bottom,4,1
B09NDKGZ6V,gujarat,set,4,12
B09BQDLN22,andhra pradesh,kurta,4,2
B08YYXSP8X,karnataka,kurta,4,1
B07R5X9WJB,delhi,kurta,4,10
B08RDTDYC4,maharashtra,top,4,2
B09RPCWKJW,uttar pradesh,set,4,2
B0822TFD7Y,kerala,set,4,8
B09TH2ZFSY,tamil nadu,western dress,4,8
B09M73DZ85,tamil nadu,kurta,4,1
B099FDKFX7,telangana,kurta,4,2
B09M71C67N,karnataka,kurta,4,1
B08PCRPSKP,maharashtra,kurta,4,3
B09RKD8TMG,telangana,set,4,4
B08MYPW3M4,delhi,top,4,1
B09M6ZDZHR,maharashtra,set,4,2
B097ZZZWQN,uttar pradesh,kurta,4,2
B082PTVM7K,karnataka,set,4,1
B09TH2ZFSY,gujarat,western dress,4,7
B097ZZZWQN,west bengal,kurta,4,3
B09BQDLN22,gujarat,kurta,4,1
B09M6YZ9K1,uttar pradesh,set,4,2
B09RK6BZYM,uttar pradesh,western dress,4,2
B08RNX8Q22,andhra pradesh,kurta,4,6
B08RNX8Q22,uttar pradesh,kurta,4,7
B01LZMXYSV,karnataka,kurta,4,1
B091SPWM8L,delhi,set,4,6
B08ZH99ND2,uttar pradesh,top,4,3
B099FCVXXD,uttar pradesh,kurta,4,8
B071VG5FH4,west bengal,kurta,4,2
B0894YFQ5R,kerala,set,4,13
B09M6WZX2J,uttar pradesh,set,4,7
B09M6WZX2J,gujarat,set,4,6
B09M6WZX2J,delhi,set,4,5
B09Y3GBB15,telangana,set,4,5
B0822TF519,uttar pradesh,set,4,1
B09NDKJKPN,andhra pradesh,set,4,10
B09M6WZX2J,west bengal,set,4,4
B077M6KWYJ,uttar pradesh,kurta,4,8
B08XVSZ5DQ,tamil nadu,kurta,4,1
B09M6VZLVN,tamil nadu,set,4,1
B09BQBF3Y2,telangana,kurta,4,4
B0822TDMYH,andhra pradesh,set,4,14
B08MYPMVSL,maharashtra,top,4,1
B082TTV7WX,andhra pradesh,kurta,4,3
B0822TDMYH,west bengal,set,4,13
B09BQGNYP6,maharashtra,set,4,1
B071YXDT73,tamil nadu,kurta,4,1
B0981118H4,maharashtra,kurta,4,1
B099FDNFFV,gujarat,kurta,4,8
B09M6VGNX8,karnataka,set,4,1
B09Y3GBB15,delhi,set,4,4
B099S9DTR2,kerala,top,4,8
B08RP1WNB2,west bengal,kurta,4,3
B08RP1WNB2,kerala,kurta,4,4
B08RP1WNB2,maharashtra,kurta,4,5
B09M6V8FSW,karnataka,set,4,2
B07WP5G7MK,uttar pradesh,kurta,4,7
B08ZH7RVGJ,west bengal,top,4,2
B08CMMD2XK,maharashtra,set,4,2
B09RK6BZYM,karnataka,western dress,4,1
B099FF4F7C,maharashtra,kurta,4,1
B08YYXJJ4V,delhi,kurta,4,6
B09CTB9HTP,delhi,set,4,2
B09RKF4FNJ,telangana,set,4,3
B082W7DFR9,uttar pradesh,kurta,4,6
B099FCT65D,uttar pradesh,kurta,4,9
B089G2BFX1,kerala,kurta,4,1
B099FCT65D,delhi,kurta,4,8
B0822TCBKH,uttar pradesh,set,4,1
B09RPJD74Z,delhi,set,4,6
B09NDKN86H,gujarat,set,4,8
B09TH9HS5R,maharashtra,set,4,2
B0822TC784,tamil nadu,set,4,2
B09M6TWZ95,tamil nadu,set,4,2
B09CTF82YW,maharashtra,set,4,4
B08CMMN974,west bengal,set,4,9
B09RK67Y51,tamil nadu,western dress,4,6
B0894YHVKG,karnataka,set,4,1
B09M6TQ9KT,maharashtra,set,4,1
B07WP5G7MK,andhra pradesh,kurta,4,8
B09K39CKVP,delhi,set,4,8
B0822TBFW3,andhra pradesh,set,4,9
B09K39CKVP,telangana,set,4,7
B09K39CKVP,gujarat,set,4,6
B09BQBF3Y2,kerala,kurta,4,3
B08YYSNPZB,uttar pradesh,kurta,4,3
B082W7GVH7,andhra pradesh,kurta,4,8
B082W7GVH7,gujarat,kurta,4,9
B09TH7F8WY,west bengal,kurta,4,5
B0822TBFW3,west bengal,set,4,7
B0822TBFW3,delhi,set,4,6
B09QJ399Q3,tamil nadu,set,4,2
B06Y57CT5J,maharashtra,kurta,4,1
B09M6TF1K5,maharashtra,set,4,1
B09NDKQD88,andhra pradesh,set,4,12
B09RKDTP7M,uttar pradesh,set,4,2
B09NDKZQWW,telangana,set,4,1
B08CMN1K86,gujarat,set,4,5
B082W7HW86,telangana,kurta,4,2
B08ZH7C41R,delhi,top,4,4
B07R487XRD,andhra pradesh,set,4,5
B09QJ5BYM8,delhi,set,4,4
B09M6SV9SR,karnataka,set,4,4
B09M6SV9SR,tamil nadu,set,4,3
B09CTCDDQ4,maharashtra,set,4,6
B09TH4H7T2,west bengal,western dress,4,10
B09M6STTBC,tamil nadu,set,4,5
B09M6STTBC,maharashtra,set,4,4
B09M6STTBC,gujarat,set,4,3
B09M6STTBC,uttar pradesh,set,4,2
B091Q8JXX9,telangana,kurta,4,3
B08HK6YSWK,tamil nadu,kurta,4,1
B08XVTQHLF,maharashtra,kurta,4,2
B091Q9FZ36,karnataka,kurta,4,1
B08WJ1VNCH,delhi,set,4,2
B08CMN1K86,delhi,set,4,6
B0822T4YG6,delhi,set,4,4
B099NHBL52,karnataka,set,4,1
B08ZJBYJTN,gujarat,top,4,5
B09Y3GFHGG,telangana,set,4,1
B09SDYJ5ZW,karnataka,kurta,4,5
B09RKDW3QG,delhi,set,4,3
B09QJ5BYM8,maharashtra,set,4,3
B099NHHY1T,tamil nadu,set,4,9
B07T65WM8Q,karnataka,kurta,4,4
B08ZHYVZGH,west bengal,top,4,1
B099FCQ7C6,tamil nadu,kurta,4,1
B08QJN1DQJ,maharashtra,kurta,4,3
B09RK67T5V,telangana,western dress,4,3
B07H7FZD32,andhra pradesh,kurta,4,5
B07R487XRD,gujarat,set,4,6
B08YYZNNWM,delhi,kurta,4,4
B099P5P6Y2,karnataka,western dress,4,1
B08BK5LDMW,maharashtra,kurta,4,1
B09RK67T5V,karnataka,western dress,4,2
B099P5P6Y2,uttar pradesh,western dress,4,2
B09M6S8ZRW,karnataka,set,4,1
B09RK9FZ47,telangana,western dress,4,1
B09M6S4DML,kerala,set,4,5
B08WJ1VNCH,maharashtra,set,4,1
B082W7Q7FK,andhra pradesh,kurta,4,2
B08RP252MK,telangana,kurta,4,1
B08RP252MK,uttar pradesh,kurta,4,2
B08YYZNNWM,uttar pradesh,kurta,4,5
B09M6S4DML,maharashtra,set,4,4
B09M6S4DML,delhi,set,4,3
B08RP252MK,tamil nadu,kurta,4,3
B091SPWM8L,telangana,set,4,5
B09RK9FZ47,maharashtra,western dress,4,2
B0822SZ9FN,delhi,set,4,3
B0822SZ9FN,uttar pradesh,set,4,2
B08YZ5FNX5,uttar pradesh,kurta,4,1
B09SDXNPBH,karnataka,western dress,4,1
B082W7S1S8,maharashtra,kurta,4,2
B09CTBFKGS,tamil nadu,set,4,2
B08YYTKV6N,telangana,kurta,4,1
B09NDL6H2B,west bengal,set,4,8
B08N4XBFTB,karnataka,top,4,1
B07FVMT2G5,karnataka,kurta,4,1
B0894YJNT9,gujarat,ethnic dress,4,5
B08B3YMS62,uttar pradesh,kurta,4,1
B09RKFCS69,maharashtra,set,4,3
B07H7DGF1T,kerala,kurta,4,2
B08W1RQ2GZ,telangana,kurta,4,2
B07V2NT194,maharashtra,set,4,1
B08WHZC5QK,maharashtra,set,4,2
B09QJ3BDVW,uttar pradesh,set,4,3
B0822SX9WB,karnataka,set,4,4
B09NDLLL9H,uttar pradesh,set,4,2
B099NJ3Y8W,uttar pradesh,set,4,2
B09LV1R56R,maharashtra,kurta,4,1
B09NDLRSXQ,uttar pradesh,set,4,2
B082W7W7W3,tamil nadu,kurta,4,2
B09RKFB4BJ,karnataka,set,4,2
B09RKB4VDD,gujarat,kurta,4,3
B07141LX6Q,telangana,kurta,4,3
B099FCBF34,andhra pradesh,kurta,4,6
B09LV1Q3DT,delhi,kurta,4,2
B09LV1Q3DT,tamil nadu,kurta,4,1
B0982ZV9GB,maharashtra,western dress,4,1
B08YZ4WLT3,west bengal,kurta,4,7
B09NDLSGZM,maharashtra,set,4,1
B09LV1K1PD,uttar pradesh,kurta,4,2
B09NDLSGZM,karnataka,set,4,2
B08YZ4WLT3,uttar pradesh,kurta,4,6
B09QJ52STD,telangana,set,4,1
B09SDZF54G,delhi,western dress,4,9
B09NDLZF7K,karnataka,set,4,1
B09LV199DX,maharashtra,kurta,4,1
B08XQBNHQM,maharashtra,set,4,1
B099RJCM34,karnataka,kurta,4,1
B09LV157VP,maharashtra,kurta,4,1
B09NDM5T7T,telangana,set,4,3
B07FVRD8SQ,maharashtra,kurta,4,1
B08WHYM2X9,maharashtra,set,4,1
B09VC5ZGD8,karnataka,set,4,3
B09NDM5T7T,karnataka,set,4,4
B08ZHQN562,maharashtra,top,4,1
B091Q8D5D3,maharashtra,kurta,4,2
B08ZHJJNF5,maharashtra,top,4,1
B09RKDWZYC,uttar pradesh,kurta,4,1
B09LTZSNG1,uttar pradesh,kurta,4,2
B09LTZSNG1,west bengal,kurta,4,1
B091SPWM8L,tamil nadu,set,4,7
B09QJ4FRW9,maharashtra,set,4,1
B099NJ4XRB,tamil nadu,set,4,10
B099NJ8537,maharashtra,set,4,1
B09RKDRDRJ,uttar pradesh,set,4,4
B0822SS99K,telangana,set,4,6
B08YYSPGH6,maharashtra,kurta,4,2
B098116JZS,telangana,kurta,4,2
B09YYPWNT8,gujarat,western dress,4,3
B099NJ8537,kerala,set,4,2
B07K3R51CL,west bengal,kurta,4,8
B09LTZMK13,west bengal,kurta,4,3
B09QJ4FNCN,karnataka,set,4,6
B08P5DW2X3,telangana,kurta,4,2
B09SDYBW5P,telangana,kurta,4,3
B098116JZS,karnataka,kurta,4,3
B099NJ8537,telangana,set,4,3
B07BL27M99,tamil nadu,kurta,4,5
B08RP2HWM6,tamil nadu,kurta,4,5
B09LTZH194,maharashtra,kurta,4,1
B099NJ9F31,telangana,set,4,1
B098116JZS,maharashtra,kurta,4,4
B099NJBZMD,maharashtra,set,4,1
B099NJBZMD,uttar pradesh,set,4,2
B098117DJ3,karnataka,kurta,4,1
B07VT5L937,maharashtra,set,4,1
B07R51PS5L,tamil nadu,kurta,4,1
B07FVTH8JZ,karnataka,kurta,4,1
B09VC5Z5Z7,delhi,set,4,5
B0768HCX12,karnataka,kurta,4,1
B09TH54RJ9,delhi,set,4,1
B099NJBZMD,gujarat,set,4,3
B082W83K7S,west bengal,kurta,4,1
B08YYYZMKB,tamil nadu,kurta,4,5
B07FVY5B7X,tamil nadu,kurta,4,1
B0822SHZ5K,maharashtra,set,4,1
B09LTYN4SC,delhi,kurta,4,4
B09LTYN4SC,uttar pradesh,kurta,4,3
B0894YNXQ3,west bengal,set,4,6
B07T655XGF,kerala,kurta,4,3
B07T655XGF,karnataka,kurta,4,2
B08TZRD58N,maharashtra,top,4,1
B09RKB7M2D,maharashtra,kurta,4,2
B091Q8446G,kerala,kurta,4,7
B08QJLQ16K,maharashtra,kurta,4,1
B09NPX4V9M,karnataka,set,4,1
B08XW581QN,andhra pradesh,kurta,4,6
B09RKB7M2D,uttar pradesh,kurta,4,3
B09SDYJ5ZW,tamil nadu,kurta,4,4
B08YYYZMKB,karnataka,kurta,4,6
B09SDZ9BRQ,karnataka,western dress,4,2
B09NPXCZZG,uttar pradesh,set,4,2
B09RKD5K4Z,karnataka,set,4,4
B09SDYBW5P,delhi,kurta,4,4
B0983946VC,telangana,western dress,4,1
B09TY289H8,telangana,western dress,4,3
B01M1L6330,tamil nadu,kurta,4,1
B07141LX6Q,karnataka,kurta,4,2
B09LM786LJ,karnataka,western dress,4,2
B08XW66LTH,andhra pradesh,kurta,4,5
B08RP2Y81T,delhi,kurta,4,7
B09QJ3DYHK,maharashtra,set,4,2
B09LM714QX,maharashtra,western dress,4,2
B09LM714QX,karnataka,western dress,4,1
B0822RTHVK,delhi,set,4,2
B08XW66LTH,kerala,kurta,4,6
B09LM6C4WH,telangana,western dress,4,3
B08CMV6SCJ,tamil nadu,set,4,7
B082W85LKJ,karnataka,kurta,4,1
B089G2K69F,telangana,kurta,4,8
B098374ZNB,telangana,western dress,4,2
B08QGKNC21,karnataka,set,4,2
B09TH73PT5,andhra pradesh,western dress,4,11
B09LD59CMC,telangana,kurta,4,3
B08YYX8VKT,gujarat,kurta,4,12
B07141LX6Q,maharashtra,kurta,4,1
B09811CLPG,kerala,kurta,4,1
B09LD52HML,gujarat,kurta,4,3
B09811CLPG,karnataka,kurta,4,2
B08BJSDK5J,karnataka,set,4,1
B09RKBBLLH,karnataka,kurta,4,1
B07BL222Q1,telangana,kurta,4,4
B08YYTZRBY,kerala,kurta,4,1
B082W872VQ,maharashtra,kurta,4,5
B08QGMN7BL,tamil nadu,set,4,1
B08YYSQJTC,gujarat,kurta,4,3
B09TY2DQ8G,maharashtra,western dress,4,1
B09TY2F73Y,karnataka,western dress,4,1
B09RKD5K4Z,uttar pradesh,set,4,5
B09LD4YZCR,kerala,kurta,4,5
B07R5X9KHS,maharashtra,kurta,4,2
B08QJL3RQ5,tamil nadu,kurta,4,1
B09SDYHWLX,telangana,kurta,4,5
B09LD4YF4X,kerala,kurta,4,7
B081XDBBSH,uttar pradesh,kurta,4,5
B08CMXXV2J,kerala,set,4,2
B09836XGVQ,karnataka,western dress,4,1
B099NJKQP6,maharashtra,set,4,2
B099NJKQP6,uttar pradesh,set,4,3
B099NJKQP6,karnataka,set,4,4
B08CMXZQR6,delhi,set,4,3
B09K38ZCR6,telangana,set,4,3
B08ZHZJYK8,karnataka,top,4,2
B09RK63SGY,uttar pradesh,western dress,4,2
B082W87NQF,gujarat,kurta,4,8
B07FXVP936,telangana,kurta,4,1
B07FXVP936,tamil nadu,kurta,4,2
B09TH7MBHL,kerala,set,4,1
B08BJS7G2R,tamil nadu,set,4,4
B08RP3HQH3,kerala,kurta,4,6
B08RP3HQH3,gujarat,kurta,4,7
B07K44CD3P,uttar pradesh,kurta,4,4
B07FXVP936,maharashtra,kurta,4,3
